valor_frete,cidade_cliente,estado_cliente,cidade_vendedor,estado_vendedor
23.78,araras,SP,rio de janeiro,RJ
23.78,campos dos goytacazes,RJ,jaragua do sul,SC
23.78,guararema,SP,itaquaquecetuba,SP
23.78,gameleiras,MG,monte siao,MG
23.78,campo grande,MS,botucatu,SP
23.78,rio de janeiro,RJ,botucatu,SP
23.78,guanhaes,MG,monte siao,MG
23.78,itabela,BA,ibitinga,SP
23.78,itu,SP,monte siao,MG
23.78,sao paulo,SP,monte siao,MG
23.78,ipatinga,MG,marilia,SP
23.78,curvelo,MG,sao paulo,SP
23.78,sao paulo,SP,palhoca,SC
23.78,sao paulo,SP,sao paulo,SP
23.78,paulinia,SP,lauro de freitas,BA
23.78,paulo afonso,BA,pradopolis,SP
23.78,guarulhos,SP,monte siao,MG
23.78,brasilia,DF,colombo,PR
23.77,juiz de fora,MG,ibitinga,SP
23.77,juiz de fora,MG,ibitinga,SP
23.77,curitiba,PR,caxias do sul,RS
23.77,jaragua do sul,SC,sao joao del rei,MG
23.77,guarulhos,SP,recife,PE
23.77,cascavel,PR,borda da mata,MG
23.77,arapua,MG,curitiba,PR
23.77,sao paulo,SP,icara,SC
23.77,taio,SC,baependi,MG
23.77,cachoeiro de itapemirim,ES,baependi,MG
23.77,trancoso,BA,bauru,SP
23.77,trancoso,BA,bauru,SP
23.77,taquaritinga,SP,joinville,SC
23.77,sao francisco de itabapoana,RJ,sao paulo,SP
23.77,brasilia,DF,recife,PE
23.77,sao mateus do sul,PR,borda da mata,MG
23.77,brasilia,DF,recife,PE
23.77,contagem,MG,sorocaba,SP
23.77,brumado,BA,ribeirao preto,SP
23.77,valparaiso de goias,GO,recife,PE
23.77,contagem,MG,sao paulo,SP
23.77,maringa,PR,sao joao del rei,MG
23.77,vila velha,ES,baependi,MG
23.77,sao paulo,SP,sao paulo,SP
23.77,sao paulo,SP,ibitinga,SP
23.77,xanxere,SC,salto,SP
23.76,curitiba,PR,porto alegre,RS
23.76,santana de parnaiba,SP,itaquaquecetuba,SP
23.76,taiobeiras,MG,sao paulo,SP
23.76,rio de janeiro,RJ,jacarei,SP
23.76,loanda,PR,sao paulo,SP
23.76,curitiba,PR,salto,SP
23.76,brasilia,DF,porto alegre,RS
23.76,sao paulo,SP,sao paulo,SP
23.76,sao joao do sul,SC,umuarama,PR
23.76,sao paulo,SP,itaquaquecetuba,SP
23.76,juiz de fora,MG,ilicinea,MG
23.76,rio de janeiro,RJ,ibitinga,SP
23.76,jequitinhonha,MG,belo horizonte,MG
23.76,balneario camboriu,SC,presidente prudente,SP
23.76,belo horizonte,MG,uba,MG
23.76,campo bom,RS,londrina,PR
23.76,ribeirao das neves,MG,joao pessoa,PB
23.76,morro redondo,RS,mogi guacu,SP
23.76,volta redonda,RJ,curitiba,PR
23.76,joao pessoa,PB,campinas,SP
23.76,cosmopolis,SP,caxias do sul,RS
23.76,sete lagoas,MG,ilicinea,MG
23.76,alegrete,RS,presidente prudente,SP
23.75,sao paulo,SP,joinville,SC
23.75,sao paulo,SP,cascavel,PR
23.75,sao paulo,SP,cascavel,PR
23.75,pinheiral,RJ,sao leopoldo,RS
23.75,santo andre,SP,cascavel,PR
23.75,aparecida do taboado,MS,sao paulo,SP
23.75,itapiranga,SC,cascavel,PR
23.75,dois vizinhos,PR,ribeirao preto,SP
23.75,sao paulo,SP,cascavel,PR
23.75,sao paulo,SP,cascavel,PR
23.75,santos,SP,cascavel,PR
23.75,sao paulo,SP,cascavel,PR
23.75,mage,RJ,ampere,PR
23.75,campo grande,MS,jaragua,GO
23.75,tapejara,RS,volta redonda,SP
23.75,sao paulo,SP,cascavel,PR
23.75,taquaritinga,SP,cascavel,PR
23.75,taquaritinga,SP,cascavel,PR
23.75,rio de janeiro,RJ,ribeirao preto,SP
23.75,sao paulo,SP,cascavel,PR
23.75,irani,SC,sao paulo,SP
23.75,porto ferreira,SP,pedreira,SP
23.75,biguacu,SC,cascavel,PR
23.75,teresina,PI,sumare,SP
23.75,itaperucu,PR,guara,SP
23.75,lorena,SP,cascavel,PR
23.74,diadema,SP,jarinu,SP
23.74,belo horizonte,MG,sao caetano do sul,SP
23.74,pelotas,RS,atibaia,SP
23.74,salvador,BA,votorantim,SP
23.74,natal,RN,sao paulo,SP
23.74,ciriaco,RS,porto alegre,RS
23.74,senhor do bonfim,BA,guarulhos,SP
23.74,senhor do bonfim,BA,guarulhos,SP
23.74,maceio,AL,taboao da serra,SP
23.74,divisa alegre,MG,baependi,MG
23.73,belo horizonte,MG,sao paulo,SP
23.73,bom despacho,MG,florianopolis,SC
23.73,sao jose,SC,cascavel,PR
23.73,porto uniao,SC,itaquaquecetuba,SP
23.73,tupaciguara,MG,ibitinga,SP
23.73,muriae,MG,joinville,SC
23.73,rio de janeiro,RJ,curitiba,PR
23.73,salvador,BA,araraquara,SP
23.73,sao miguel do oeste,SC,piracicaba,SP
23.72,sao paulo,SP,curitiba,PR
23.72,lajeado,RS,indaiatuba,SP
23.72,porto alegre,RS,sao paulo,SP
23.72,carapicuiba,SP,curitiba,PR
23.72,belo horizonte,MG,osasco,SP
23.72,herval d'oeste,SC,indaiatuba,SP
23.71,sao jose do cedro,SC,ibitinga,SP
23.71,sao jose do cedro,SC,ibitinga,SP
23.71,joinville,SC,sao jose dos campos,SP
23.71,rio de janeiro,RJ,blumenau,SC
23.71,cachoeiro de itapemirim,ES,ibitinga,SP
23.71,aracaju,SE,campinas,SP
23.71,vitoria,ES,ibitinga,SP
23.71,aguas lindas de goias,GO,ibitinga,SP
23.71,sao luis,MA,sao paulo,SP
23.71,sao paulo,SP,curitiba,PR
23.71,turmalina,MG,palhoca,SC
23.71,nova friburgo,RJ,sao paulo,SP
23.71,sao paulo,SP,goiania,GO
23.71,ijui,RS,sao paulo,SP
23.71,sao joao del rei,MG,cascavel,PR
23.71,chapeco,SC,ibitinga,SP
23.71,itu,SP,ponte nova,MG
23.71,cuiaba,MT,piracicaba,SP
23.71,cuiaba,MT,piracicaba,SP
23.71,cascavel,PR,sao paulo,SP
23.71,curitiba,PR,caxias do sul,RS
23.71,turmalina,MG,sao paulo,SP
23.71,turmalina,MG,sao paulo,SP
23.71,pedro osorio,RS,ibitinga,SP
23.71,rio de janeiro,RJ,foz do iguacu,PR
23.71,campos dos goytacazes,RJ,sao paulo,SP
23.71,macapa,AP,sao paulo,SP
23.71,santos dumont,MG,jacutinga,MG
23.71,jatai,GO,belo horizonte,MG
23.71,porto belo,SC,belo horizonte,MG
23.71,sao paulo,SP,joinville,SC
23.7,igarassu,PE,queimados,RJ
23.7,salvador,BA,ibitinga,SP
23.7,cruz das almas,BA,ibitinga,SP
23.7,sao jeronimo,RS,ibitinga,SP
23.7,porto alegre,RS,cachoeirinha,RS
23.7,tangara da serra,MT,sumare,SP
23.7,ibatiba,ES,capivari,SP
23.7,varginha,MG,ilicinea,MG
23.7,manhumirim,MG,florianopolis,SC
23.7,jeremoabo,BA,guariba,SP
23.7,tambau,SP,itaquaquecetuba,SP
23.7,japeri,RJ,itatiba,SP
23.7,uberaba,MG,ilicinea,MG
23.7,ribeirao das neves,MG,ilicinea,MG
23.7,bento goncalves,RS,botucatu,SP
23.7,florianopolis,SC,guara,SP
23.7,sao bernardo do campo,SP,formiga,MG
23.7,belo horizonte,MG,ilicinea,MG
23.7,sao paulo,SP,sao paulo,SP
23.7,brasilia,DF,novo hamburgo,RS
23.7,vera cruz,SP,itaquaquecetuba,SP
23.69,niteroi,RJ,ibitinga,SP
23.69,campina verde,MG,ilicinea,MG
23.69,belo horizonte,MG,campo limpo paulista,SP
23.69,claro dos pocoes,MG,ilicinea,MG
23.69,marechal candido rondon,PR,sao paulo,SP
23.69,goiania,GO,franca,SP
23.69,itabirito,MG,ilicinea,MG
23.69,pranchita,PR,campinas,SP
23.69,juiz de fora,MG,ibitinga,SP
23.69,lages,SC,campinas,SP
23.69,juiz de fora,MG,ilicinea,MG
23.69,juiz de fora,MG,ilicinea,MG
23.69,pelotas,RS,londrina,PR
23.69,macae,RJ,porto alegre,RS
23.69,belo horizonte,MG,ilicinea,MG
23.69,carangola,MG,rio de janeiro,RJ
23.69,carangola,MG,rio de janeiro,RJ
23.69,brasilia,DF,porto alegre,RS
23.69,cascavel,PR,icara,SC
23.69,paracatu,MG,ilicinea,MG
23.69,uberlandia,MG,ilicinea,MG
23.69,sapucaia do sul,RS,franca,SP
23.69,brasilia,DF,franca,SP
23.69,barra do pirai,RJ,campo limpo paulista,SP
23.69,uberlandia,MG,ilicinea,MG
23.69,nova prata,RS,londrina,PR
23.68,sao paulo,SP,itaquaquecetuba,SP
23.68,anapolis,GO,cotia,SP
23.68,cachoeira do sul,RS,ibitinga,SP
23.68,sao miguel do araguaia,GO,niteroi,RJ
23.68,niteroi,RJ,sao paulo,SP
23.68,curitiba,PR,ibitinga,SP
23.68,belo horizonte,MG,curitiba,PR
23.68,niteroi,RJ,loanda,PR
23.68,joao pessoa,PB,sumare,SP
23.68,belo horizonte,MG,sao carlos,SP
23.68,belo horizonte,MG,sao carlos,SP
23.68,joinville,SC,sao paulo,SP
23.68,guarulhos,SP,rio negrinho,SC
23.68,niteroi,RJ,sao carlos,SP
23.68,joao pessoa,PB,sao goncalo,RJ
23.68,tangara da serra,MT,ibitinga,SP
23.68,feira de santana,BA,santa barbara d'oeste,SP
23.68,cidreira,RS,cerqueira cesar,SP
23.68,bela vista,MS,sao paulo,SP
23.67,belem,PA,contagem,MG
23.67,rio de janeiro,RJ,sarandi,PR
23.67,brasilia,DF,ibitinga,SP
23.67,brasilia,DF,ibitinga,SP
23.67,brasilia,DF,ibitinga,SP
23.67,sao paulo,SP,uberlandia,MG
23.67,salvador,BA,curitiba,PR
23.67,jaboatao dos guararapes,PE,queimados,RJ
23.67,sao joao del rei,MG,baependi,MG
23.67,sao joao del rei,MG,baependi,MG
23.67,orizona,GO,rio de janeiro,RJ
23.67,macae,RJ,ibitinga,SP
23.67,fortaleza,CE,congonhal,MG
23.66,erechim,RS,rio de janeiro,RJ
23.66,porangatu,GO,rio de janeiro,RJ
23.66,rio de janeiro,RJ,curitiba,PR
23.66,ibiam,SC,rio de janeiro,RJ
23.66,quirinopolis,GO,rio de janeiro,RJ
23.66,santo angelo,RS,sao joao de meriti,RJ
23.66,santo angelo,RS,sao joao de meriti,RJ
23.66,santo angelo,RS,sao joao de meriti,RJ
23.66,pitangui,MG,sorocaba,SP
23.66,salvador,BA,ribeirao preto,SP
23.66,ponte nova,MG,ibitinga,SP
23.66,jaguariuna,SP,sao paulo,SP
23.66,duque de caxias,RJ,campo mourao,PR
23.65,mari,PB,teresina,PI
23.65,sao miguel do oeste,SC,campinas,SP
23.65,nova iguacu,RJ,ibitinga,SP
23.65,belo horizonte,MG,sao paulo,SP
23.65,salvador,BA,salto,SP
23.65,vacaria,RS,ibitinga,SP
23.65,petropolis,RJ,sumare,SP
23.65,nova iguacu,RJ,assis,SP
23.65,sao luis,MA,sao paulo,SP
23.64,belo horizonte,MG,rio de janeiro,RJ
23.64,sao mateus,ES,salto,SP
23.64,volta redonda,RJ,salto,SP
23.64,sao paulo,SP,curitiba,PR
23.64,corupa,SC,salto,SP
23.64,ouro fino,MG,sao paulo,SP
23.64,macae,RJ,salto,SP
23.64,rio de janeiro,RJ,icara,SC
23.64,araraquara,SP,curitiba,PR
23.64,brazopolis,MG,salto,SP
23.64,belo horizonte,MG,salto,SP
23.64,coronel fabriciano,MG,salto,SP
23.64,araxa,MG,sao paulo,SP
23.64,lupionopolis,PR,salto,SP
23.64,feira de santana,BA,sao paulo,SP
23.64,sao sebastiao do paraiso,MG,salto,SP
23.64,balneario camboriu,SC,belo horizonte,MG
23.64,carapicuiba,SP,curitiba,PR
23.64,itauna,MG,londrina,PR
23.64,rio de janeiro,RJ,piracicaba,SP
23.64,curitiba,PR,salto,SP
23.64,ijui,RS,salto,SP
23.64,presidente kennedy,ES,salto,SP
23.64,santos,SP,tubarao,SC
23.64,arapongas,PR,ibirite,MG
23.64,salvador,BA,barbacena/ minas gerais,MG
23.64,itaberaba,BA,taubate,SP
23.64,sao marcos,RS,massaranduba,SC
23.64,perdoes,MG,rio claro,SP
23.63,sao paulo,SP,cascavel,PR
23.63,serro,MG,niteroi,RJ
23.63,nova serrana,MG,novo horizonte,SP
23.63,leopoldina,MG,claudio,MG
23.63,conselheiro lafaiete,MG,rio claro,SP
23.63,marechal candido rondon,PR,piracicaba,SP
23.63,rolandia,PR,patos de minas,MG
23.63,itauna,MG,piracicaba,SP
23.63,ipaba,MG,piracicaba,SP
23.63,ipaba,MG,piracicaba,SP
23.63,astolfo dutra,MG,piracicaba,SP
23.63,presidente tancredo neves,BA,patos de minas,MG
23.63,bertioga,SP,cascavel,PR
23.63,pelotas,RS,sao paulo,SP
23.63,salvador,BA,garca,SP
23.63,sao paulo,SP,s jose do rio preto,SP
23.63,carmo,RJ,piracicaba,SP
23.63,almirante tamandare,PR,piracicaba,SP
23.63,birigui,SP,ribeirao preto,SP
23.63,penapolis,SP,cascavel,PR
23.63,salvador,BA,patos de minas,MG
23.63,abelardo luz,SC,guarulhos,SP
23.63,vicosa,MG,piracicaba,SP
23.63,vicosa,MG,piracicaba,SP
23.63,sabinopolis,MG,piracicaba,SP
23.63,teixeira de freitas,BA,sao paulo,SP
23.63,santa isabel,SP,campo limpo paulista,SP
23.63,flores da cunha,RS,santo andre,SP
23.63,flores da cunha,RS,santo andre,SP
23.63,flores da cunha,RS,santo andre,SP
23.63,nova iguacu,RJ,piracicaba,SP
23.63,limeira,SP,ribeirao preto,SP
23.63,sao paulo,SP,lages,SC
23.63,franca,SP,cascavel,PR
23.63,tangara da serra,MT,penapolis,SP
23.63,sao paulo,SP,brusque,SC
23.63,rio grande,RS,cascavel,PR
23.63,criciuma,SC,novo horizonte,SP
23.63,fortaleza,CE,queimados,RJ
23.63,rio de janeiro,RJ,novo horizonte,SP
23.63,wenceslau braz,PR,sao paulo,SP
23.63,bom despacho,MG,sao paulo,SP
23.63,guarulhos,SP,cascavel,PR
23.63,ipira,BA,betim,MG
23.63,tres lagoas,MS,patos de minas,MG
23.63,juiz de fora,MG,piracicaba,SP
23.63,sao bernardo do campo,SP,porto ferreira,SP
23.63,sao bernardo do campo,SP,porto ferreira,SP
23.63,rio de janeiro,RJ,penapolis,SP
23.62,brodowski,SP,curitiba,PR
23.62,rio de janeiro,RJ,salto,SP
23.62,niteroi,RJ,ribeirao preto,SP
23.62,bataguassu,MS,curitiba,PR
23.62,lorena,SP,curitiba,PR
23.62,rio de janeiro,RJ,blumenau,SC
23.62,joao pessoa,PB,sao paulo,SP
23.62,varginha,MG,ilicinea,MG
23.62,juiz de fora,MG,ibitinga,SP
23.62,sao paulo,SP,ibitinga,SP
23.62,sao paulo,SP,ibitinga,SP
23.62,sao luis,MA,sao goncalo,RJ
23.62,juiz de fora,MG,ilicinea,MG
23.62,cariacica,ES,sao jose do rio preto,SP
23.62,nova iguacu,RJ,maringa,PR
23.62,rio de janeiro,RJ,ribeirao preto,SP
23.62,rio de janeiro,RJ,salto,SP
23.62,porto velho,RO,sao goncalo,RJ
23.62,campinas,SP,sao paulo,SP
23.62,vicosa,MG,campo limpo paulista,SP
23.62,itatiaia,RJ,maringa,PR
23.62,joao pessoa,PB,sao paulo,SP
23.62,aracaju,SE,sao paulo,SP
23.62,belo horizonte,MG,campo limpo paulista,SP
23.62,belo horizonte,MG,campo limpo paulista,SP
23.62,rio de janeiro,RJ,ribeirao preto,SP
23.61,petropolis,RJ,tres coracoes,MG
23.61,montes claros,MG,osasco,SP
23.61,cacapava,SP,londrina,PR
23.61,erechim,RS,duque de caxias,RJ
23.61,lavras,MG,patos de minas,MG
23.61,joao pessoa,PB,sumare,SP
23.61,vicosa,MG,brusque,SC
23.61,aracruz,ES,marilia,SP
23.61,sao vicente,SP,sao pedro da aldeia,RJ
23.61,cachoeiro de itapemirim,ES,marilia,SP
23.61,rio de janeiro,RJ,itaipulandia,PR
23.61,uniao da vitoria,PR,borda da mata,MG
23.61,uniao da vitoria,PR,borda da mata,MG
23.6,sao paulo,SP,salvador,BA
23.6,catalao,GO,rio de janeiro,RJ
23.6,rio de janeiro,RJ,ibitinga,SP
23.6,jacutinga,MG,ibitinga,SP
23.6,marilia,SP,porto alegre,RS
23.6,porto alegre,RS,sorocaba,SP
23.6,nilopolis,RJ,ibitinga,SP
23.6,bituruna,PR,lagoa da prata,MG
23.6,mogi das cruzes,SP,goiania,GO
23.6,juiz de fora,MG,curitiba,PR
23.6,novo hamburgo,RS,joinville,SC
23.6,caieiras,SP,salvador,BA
23.6,sao paulo,SP,sao paulo,SP
23.6,belo horizonte,MG,videira,SC
23.6,contagem,MG,uberlandia,MG
23.6,angra dos reis,RJ,ibitinga,SP
23.6,sao paulo,SP,sabara,MG
23.6,sao paulo,SP,sabara,MG
23.6,brasilia,DF,piracicaba,SP
23.6,rio das ostras,RJ,ibitinga,SP
23.6,sao jose dos pinhais,PR,lagoa da prata,MG
23.6,ananindeua,PA,salvador,BA
23.6,santana de parnaiba,SP,salvador,BA
23.6,belo horizonte,MG,ibitinga,SP
23.6,niteroi,RJ,ibitinga,SP
23.6,queimados,RJ,sao paulo,SP
23.6,curitiba,PR,piracicaba,SP
23.6,montes claros,MG,ibitinga,SP
23.6,guarulhos,SP,massaranduba,SC
23.6,belo horizonte,MG,piracicaba,SP
23.6,belo horizonte,MG,piracicaba,SP
23.6,brasilia,DF,ibitinga,SP
23.6,sao carlos,SC,lagoa da prata,MG
23.6,angical,BA,ipatinga,MG
23.6,santos,SP,brasilia,DF
23.6,brasilia,DF,ibitinga,SP
23.6,pindamonhangaba,SP,porto alegre,RS
23.6,tatui,SP,porto alegre,RS
23.6,sao goncalo,RJ,videira,SC
23.6,foz do iguacu,PR,novo horizonte,SP
23.6,linhares,ES,lagoa da prata,MG
23.6,maringa,PR,formiga,MG
23.59,santa vitoria,MG,sao paulo,SP
23.59,paranatinga,MT,sao bernardo do campo,SP
23.59,teresina,PI,caucaia,CE
23.59,salvador,BA,goiania,GO
23.59,ribeirao claro,PR,votuporanga,SP
23.59,marialva,PR,patos de minas,MG
23.59,brasilia,DF,serra negra,SP
23.59,brasilia,DF,serra negra,SP
23.59,sao jose,SC,sao paulo,SP
23.59,campo grande,MS,guarulhos,SP
23.59,cacador,SC,rio de janeiro,RJ
23.59,contagem,MG,sao paulo,SP
23.59,italva,RJ,mesquita,RJ
23.59,porto alegre,RS,campo largo,PR
23.59,santa cruz de monte castelo,PR,sao paulo,SP
23.59,niteroi,RJ,sorocaba,SP
23.59,capim grosso,BA,osasco,SP
23.59,vitoria,ES,sao paulo,SP
23.59,linhares,ES,salto,SP
23.59,sao paulo,SP,porto alegre,RS
23.59,nova iguacu,RJ,sao paulo,SP
23.58,florianopolis,SC,sao jose dos pinhais,PR
23.58,curitiba,PR,sao paulo,SP
23.58,fortaleza,CE,sao paulo,SP
23.58,rio de janeiro,RJ,sao paulo,SP
23.58,manaus,AM,sao paulo,SP
23.58,campinas,SP,foz do iguacu,PR
23.58,carapicuiba,SP,sao jose dos pinhais,PR
23.58,campos de julio,MT,guarulhos,SP
23.58,jacarei,SP,congonhal,MG
23.58,osasco,SP,icara,SC
23.58,brasilia,DF,sao paulo,SP
23.58,aracaju,SE,guarulhos,SP
23.58,teresina,PI,rio de janeiro,RJ
23.58,santo andre,SP,belo horizonte,MG
23.57,araruama,RJ,curitiba,PR
23.57,itapitanga,BA,santa barbara d´oeste,SP
23.57,mangueirinha,PR,ibitinga,SP
23.57,salvador,BA,jaboticabal,SP
23.57,salvador,BA,jaboticabal,SP
23.57,salvador,BA,jaboticabal,SP
23.57,barra do garcas,MT,ibitinga,SP
23.57,rio de janeiro,RJ,piracicaba,SP
23.57,primavera do leste,MT,jaboticabal,SP
23.57,entre-ijuis,RS,ibitinga,SP
23.57,entre-ijuis,RS,ibitinga,SP
23.57,franca,SP,sao paulo,SP
23.57,caucaia,CE,barueri,SP
23.57,juiz de fora,MG,curitiba,PR
23.57,praia grande,SP,sao ludgero,SC
23.57,sao paulo,SP,itaquaquecetuba,SP
23.57,sao paulo,SP,itaquaquecetuba,SP
23.57,sao paulo,SP,itaquaquecetuba,SP
23.57,rio das ostras,RJ,curitiba,PR
23.57,formiga,MG,curitiba,PR
23.57,brasilia,DF,taubate,SP
23.57,vespasiano,MG,teixeira soares,PR
23.57,vespasiano,MG,brasilia,DF
23.57,pirapora,MG,sao paulo,SP
23.57,pirapora,MG,sao paulo,SP
23.57,pirapora,MG,sao paulo,SP
23.57,nova serrana,MG,curitiba,PR
23.57,felisburgo,MG,curitiba,PR
23.57,santos,SP,baependi,MG
23.57,santa vitoria do palmar,RS,rio de janeiro,RJ
23.57,monte carmelo,MG,divinopolis,MG
23.57,arceburgo,MG,sao paulo,SP
23.57,cataguases,MG,sao paulo,SP
23.57,rio de janeiro,RJ,brusque,SC
23.57,guaxupe,MG,curitiba,PR
23.57,conselheiro pena,MG,piracicaba,SP
23.57,belo horizonte,MG,curitiba,PR
23.57,campos novos,SC,sao paulo,SP
23.57,tres coracoes,MG,curitiba,PR
23.57,sao jose do rio preto,SP,curitiba,PR
23.57,barra do pirai,RJ,piracicaba,SP
23.57,rio do pires,BA,itatiba,SP
23.57,rio das ostras,RJ,sao paulo,SP
23.57,teofilo otoni,MG,sao paulo,SP
23.57,pilao arcado,BA,sao paulo,SP
23.56,blumenau,SC,pocos de caldas,MG
23.56,ponta grossa,PR,penapolis,SP
23.56,sao bento do sul,SC,cajamar,SP
23.56,espera feliz,MG,piracicaba,SP
23.56,montes claros,MG,maringa,PR
23.56,rio de janeiro,RJ,sao paulo,SP
23.56,colatina,ES,cajamar,SP
23.56,divinopolis,MG,cajamar,SP
23.56,japaraiba,MG,cajamar,SP
23.56,belo horizonte,MG,brusque,SC
23.56,brasilia,DF,novo hamburgo,RS
23.56,rio de janeiro,RJ,icara,SC
23.56,volta redonda,RJ,cajamar,SP
23.56,sao jose dos pinhais,PR,sao paulo,SP
23.56,sao joao del rei,MG,brusque,SC
23.56,curitiba,PR,sao paulo,SP
23.56,vespasiano,MG,brasilia,DF
23.56,sao joao de meriti,RJ,sao paulo,SP
23.56,piumhi,MG,brusque,SC
23.56,piumhi,MG,brusque,SC
23.56,santos,SP,baependi,MG
23.56,diamantino,MT,sao caetano do sul,SP
23.56,rio das ostras,RJ,cajamar,SP
23.56,brasilia,DF,sao jose do rio preto,SP
23.56,patrocinio,MG,cajamar,SP
23.56,caxias do sul,RS,cajamar,SP
23.56,belo horizonte,MG,osasco,SP
23.56,rio de janeiro,RJ,ibitinga,SP
23.56,taboao da serra,SP,santa barbara d´oeste,SP
23.56,aparecida de goiania,GO,sao paulo,SP
23.56,brasilia,DF,triunfo,RS
23.56,curitiba,PR,cruzeiro,SP
23.56,miracema,RJ,maringa,PR
23.56,tubarao,SC,cajamar,SP
23.56,wanderley,BA,assis,SP
23.55,rio de janeiro,RJ,ibitinga,SP
23.55,fortaleza,CE,belo horizonte,SP
23.55,curitibanos,SC,rio de janeiro,RJ
23.55,curitibanos,SC,rio de janeiro,RJ
23.55,igarata,SP,sao paulo,SP
23.55,natal,RN,sao goncalo,RJ
23.55,goioere,PR,sao jose do rio preto,SP
23.55,sao paulo,SP,sao paulo,SP
23.55,rio de janeiro,RJ,ibitinga,SP
23.55,sao bernardo do campo,SP,caxias do sul,RS
23.55,tubarao,SC,franca,SP
23.55,ilhabela,SP,curitiba,PR
23.55,avare,SP,porto alegre,RS
23.55,maringa,PR,capivari,SP
23.55,santo andre,SP,curitiba,PR
23.55,rio do sul,SC,sao paulo,SP
23.55,mogi-guacu,SP,sao paulo,SP
23.55,catas altas,MG,sorocaba,SP
23.55,londrina,PR,jundiai,SP
23.55,ribeirao das neves,MG,sao paulo,SP
23.55,fazenda rio grande,PR,sao bernardo do campo,SP
23.55,sao roque,SP,sao paulo,SP
23.55,lucelia,SP,porto alegre,RS
23.54,francisco badaro,MG,nova iguacu,RJ
23.54,ipatinga,MG,sao paulo,SP
23.54,presidente prudente,SP,belo horizonte,MG
23.54,ipiau,BA,mogi das cruzes,SP
23.54,ampere,PR,assis,SP
23.54,teresina,PI,nilopolis,RJ
23.54,correntina,BA,sao paulo,SP
23.54,recife,PE,belo horizonte,SP
23.54,marilia,SP,itaquaquecetuba,SP
23.54,sao borja,RS,arapongas,PR
23.54,marilia,SP,belo horizonte,MG
23.54,marilia,SP,belo horizonte,MG
23.54,maua,SP,sao carlos,SP
23.54,ipatinga,MG,guarulhos,SP
23.54,cachoeirinha,RS,sao pedro da aldeia,RJ
23.54,sao bento do sul,SC,sao paulo,SP
23.54,rio de janeiro,RJ,ibitinga,SP
23.53,sao joao nepomuceno,MG,guaratuba,PR
23.53,uberaba,MG,sao paulo,SP
23.53,sao paulo,SP,formiga,MG
23.53,rio de janeiro,RJ,sao joaquim da barra,SP
23.53,colonia castrolanda,PR,mogi das cruzes,SP
23.53,colonia castrolanda,PR,mogi das cruzes,SP
23.53,colonia castrolanda,PR,mogi das cruzes,SP
23.53,colonia castrolanda,PR,mogi das cruzes,SP
23.53,brasilia,DF,salto,SP
23.53,curitiba,PR,formiga,MG
23.53,barra mansa,RJ,sao paulo,SP
23.53,nova iguacu,RJ,borda da mata,MG
23.53,blumenau,SC,porto ferreira,SP
23.53,itaperuna,RJ,uba,MG
23.53,santo antonio do sudoeste,PR,porto ferreira,SP
23.53,rio de janeiro,RJ,sao paulo,SP
23.52,belo horizonte,MG,sao caetano do sul,SP
23.52,ibiruba,RS,americana,SP
23.52,anapolis,GO,sorocaba,SP
23.52,montes claros,MG,curitiba,PR
23.52,sao paulo,SP,formiga,MG
23.52,brasilia,DF,sao caetano do sul,SP
23.52,cerquilho,SP,rio de janeiro,RJ
23.52,campo grande,MS,penapolis,SP
23.52,nova iguacu,RJ,sorocaba,SP
23.52,itirapina,SP,rio de janeiro,RJ
23.52,teixeira de freitas,BA,ibitinga,SP
23.52,cianorte,PR,rio de janeiro,RJ
23.52,guanambi,BA,volta redonda,SP
23.52,sao jose dos campos,SP,icara,SC
23.52,niteroi,RJ,sao caetano do sul,SP
23.52,jacaraci,BA,sao paulo,SP
23.52,sao joao do paraiso,MG,curitiba,PR
23.52,sao sebastiao do cai,RS,ibitinga,SP
23.52,canarana,MT,santo andre,SP
23.52,nova iguacu,RJ,formiga,MG
23.52,seara,SC,cascavel,PR
23.52,rio de janeiro,RJ,santo andre,SP
23.52,paraguacu paulista,SP,itaquaquecetuba,SP
23.52,campo novo do parecis,MT,sao paulo,SP
23.51,mineiros,GO,sao paulo,SP
23.51,sao goncalo,RJ,santo andre,SP
23.51,poa,SP,florianopolis,SC
23.51,porto alegre,RS,sao paulo,SP
23.51,embu das artes,SP,florianopolis,SC
23.51,curitiba,PR,curitiba,PR
23.51,salvador,BA,birigui,SP
23.51,salvador,BA,birigui,SP
23.51,alvorada do norte,GO,sao paulo,SP
23.51,ampere,PR,varginha,MG
23.51,duque de caxias,RJ,goiania,GO
23.51,belo horizonte,MG,sao paulo,SP
23.51,belo horizonte,MG,sao paulo,SP
23.51,belo horizonte,MG,sao paulo,SP
23.51,belo horizonte,MG,sao paulo,SP
23.51,cachoeiro de itapemirim,ES,sao paulo,SP
23.51,uberlandia,MG,ibitinga,SP
23.51,uberlandia,MG,ibitinga,SP
23.51,ipora,GO,formiga,MG
23.51,campos dos goytacazes,RJ,araras,SP
23.5,rio de janeiro,RJ,foz do iguacu,PR
23.5,cachoeiro de itapemirim,ES,ilheus,BA
23.5,camapua,MS,belo horizonte,MG
23.5,sao paulo,SP,curitiba,PR
23.5,rio de janeiro,RJ,salto,SP
23.5,ipanema,MG,sao paulo,SP
23.5,ipanema,MG,sao paulo,SP
